Rank;Sourceid;Title;Issn;Publisher;Open Access;SJR;SJR Best Quartile;H index;Coverage;Categories;Areas;Country
124;19881;Advanced Materials;09359648, 15214095;Wiley-Blackwell;No;8,266;Q1;709;1989-2026;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)";"Engineering; Materials Science";United States
125;20635;Journal of Management;01492063, 15571211;SAGE Publications Inc.;No;8,251;Q1;315;1975-2026;"Finance (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance";United States
126;21100804406;The Lancet Public Health;24682667;Elsevier Ltd;Yes;8,250;Q1;123;2016-2026;Public Health, Environmental and Occupational Health (Q1);Medicine;United Kingdom
127;19700200702;Annual Review of Financial Economics;19411367, 19411375;Annual Reviews Inc.;No;8,229;Q1;56;2010-2025;"Economics and Econometrics (Q1); Finance (Q1)";Economics, Econometrics and Finance;United States
128;28980;Journal of Economic Perspectives;08953309, 19447965;American Economic Association;No;8,181;Q1;253;1987, 1992-1994, 1996-2025;Economics and Econometrics (Q1);Economics, Econometrics and Finance;United States
129;14204;Nucleic Acids Research;03051048, 13624962;Oxford University Press;Yes;8,111;Q1;714;1974-2026;Genetics (Q1);Biochemistry, Genetics and Molecular Biology;United Kingdom
130;21101046230;Electrochemical Energy Reviews;25208136, 25208489;Springer;No;8,084;Q1;94;2018-2026;"Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q1); Energy Engineering and Power Technology (Q1); Materials Science (miscellaneous) (Q1)";"Chemical Engineering; Chemistry; Energy; Materials Science";Singapore
131;21100356804;The Lancet Psychiatry;22150374, 22150366;Elsevier Ltd;No;8,070;Q1;176;2014-2026;"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience";United Kingdom
132;21100228100;Advances in Optics and Photonics;19438206;Optica Publishing Group (formerly OSA);No;8,026;Q1;99;2009-2025;"Atomic and Molecular Physics, and Optics (Q1); Water Science and Technology (Q1)";"Environmental Science; Physics and Astronomy";United States
133;27538;Progress in Energy and Combustion Science;03601285;Elsevier B.V.;No;8,013;Q1;257;1975-2026;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)";"Chemical Engineering; Energy";United Kingdom
134;21100866005;Cancer Communications;25233548;"John Wiley &amp; Sons Inc.";Yes;7,986;Q1;108;2017-2026;"Cancer Research (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine";United Kingdom
135;21100198409;Nature Climate Change;17586798, 1758678X;Nature Research;No;7,978;Q1;322;2009, 2011-2026;"Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)";"Environmental Science; Social Sciences";United Kingdom
136;120008;Annual Review of Physiology;00664278, 15451585;Annual Reviews Inc.;No;7,966;Q1;252;1946-2009, 2011-2026;Physiology (Q1);Biochemistry, Genetics and Molecular Biology;United States
137;21100466714;International Journal of Educational Technology in Higher Education;23659440;Springer Netherlands;Yes;7,947;Q1;97;2016-2026;"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences";Netherlands
138;22324;Organization Science;15265455, 10477039;INFORMS Inst.for Operations Res.and the Management Sciences;No;7,929;Q1;308;1992-1994, 1996-2026;"Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)";Business, Management and Accounting;United States
139;21100873499;Nature Sustainability;23989629;Nature Publishing Group;Yes;7,896;Q1;174;2018-2026;"Ecology (Q1); Food Science (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Renewable Energy, Sustainability and the Environment (Q1); Urban Studies (Q1)";"Agricultural and Biological Sciences; Energy; Environmental Science; Social Sciences";United Kingdom
140;18100156701;Nature Chemistry;17554330, 17554349;Nature Publishing Group;No;7,801;Q1;323;2009-2026;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)";"Chemical Engineering; Chemistry";United Kingdom
141;19900191884;American Economic Journal: Economic Policy;19457731, 1945774X;American Economic Association;No;7,737;Q1;106;2009-2026;Economics, Econometrics and Finance (miscellaneous) (Q1);Economics, Econometrics and Finance;United States
142;24668;Journal of the American Mathematical Society;10886834, 08940347;American Mathematical Society;No;7,702;Q1;120;1988-2025;"Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1)";Mathematics;United States
143;18395;Annual Review of Cell and Developmental Biology;15308995, 10810706;Annual Reviews Inc.;No;7,701;Q1;255;1995-2025;"Cell Biology (Q1); Developmental Biology (Q1)";Biochemistry, Genetics and Molecular Biology;United States
144;17600155011;Molecular Plant;16742052, 17529867;Cell Press;No;7,692;Q1;198;2008-2026;"Molecular Biology (Q1); Plant Science (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology";United States
145;21100199127;Advanced Energy Materials;16146832, 16146840;John Wiley and Sons Inc;No;7,677;Q1;388;2011-2026;"Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Materials Science";Germany
146;21100220495;The Lancet Respiratory Medicine;22132619, 22132600;Elsevier Ltd;No;7,652;Q1;212;2013-2026;Pulmonary and Respiratory Medicine (Q1);Medicine;United Kingdom
147;14181;Annual Review of Neuroscience;0147006X, 15454126;Annual Reviews Inc.;No;7,549;Q1;278;1978-2025;Neuroscience (miscellaneous) (Q1);Neuroscience;United States
148;6400153137;Journal of Thoracic Oncology;15561380, 15560864;Elsevier Inc.;No;7,497;Q1;204;2006-2026;"Medicine (miscellaneous) (Q1); Oncology (Q1); Pulmonary and Respiratory Medicine (Q1)";Medicine;United States
149;21100773752;Nature Microbiology;20585276;Nature Research;No;7,440;Q1;176;2016-2026;"Applied Microbiology and Biotechnology (Q1); Cell Biology (Q1); Genetics (Q1); Immunology (Q1); Microbiology (Q1); Microbiology (medical) (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine";United Kingdom
150;21101151587;eLight;26628643, 20971710;Springer;Yes;7,423;Q1;43;2021-2026;"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)";"Materials Science; Physics and Astronomy";Singapore
151;5800207366;Nature Protocols;17502799, 17542189;Springer Nature;No;7,403;Q1;339;2006-2026;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1);Biochemistry, Genetics and Molecular Biology;United Kingdom
152;21100420583;JAMA Oncology;23742445, 23742437;American Medical Association;No;7,399;Q1;208;2015-2026;"Cancer Research (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine";United States
153;21100212318;Cancer Discovery;21598274, 21598290;American Association for Cancer Research Inc.;No;7,389;Q1;265;2011-2026;Oncology (Q1);Medicine;United States
154;22961;Journal of Marketing Research;00222437, 15477193;SAGE Publications Ltd;No;7,363;Q1;221;1967-1968, 1971-1973, 1976-1981, 1983, 1986-1987, 1989-2026;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance";United States
155;19136;Annals of the Rheumatic Diseases;00034967, 14682060;Elsevier B.V.;Yes;7,286;Q1;315;1945-1948, 1950-2026;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine";Netherlands
156;7500153126;Journal of the European Economic Association;15424774, 15424766;Wiley-Blackwell;No;7,259;Q1;130;2003-2026;Economics, Econometrics and Finance (miscellaneous) (Q1);Economics, Econometrics and Finance;United States
157;21100284918;Earth System Science Data;18663516, 18663508;Copernicus Publications;Yes;7,199;Q1;136;2009-2026;Earth and Planetary Sciences (miscellaneous) (Q1);Earth and Planetary Sciences;Germany
158;25491;Diabetes Care;19355548, 01495992;American Diabetes Association Inc.;No;7,161;Q1;449;1978-2026;"Advanced and Specialized Nursing (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)";"Medicine; Nursing";United States
159;21101074919;Computers and Education: Artificial Intelligence;2666920X;Elsevier B.V.;Yes;7,083;Q1;86;2020-2026;"Artificial Intelligence (Q1); Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences";Netherlands
160;17700156408;Nature Reviews Neurology;17594766, 17594758;Nature Research;No;7,083;Q1;244;2009-2026;"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1)";"Medicine; Neuroscience";United Kingdom
161;28371;Hepatology;02709139, 15273350;Lippincott Williams and Wilkins;No;7,063;Q1;424;1981-2026;"Hepatology (Q1); Medicine (miscellaneous) (Q1)";Medicine;United States
162;19700174677;Science Translational Medicine;19466234, 19466242;American Association for the Advancement of Science;No;7,026;Q1;321;2009-2026;Medicine (miscellaneous) (Q1);Medicine;United States
163;3500148004;Cellular and Molecular Immunology;20420226, 16727681;Springer Nature;No;7,021;Q1;153;2004-2026;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1); Medicine (miscellaneous) (Q1)";"Immunology and Microbiology; Medicine";United Kingdom
164;19700188395;Annual Review of Marine Science;19410611, 19411405;Annual Reviews Inc.;No;6,925;Q1;141;2009-2026;Oceanography (Q1);Earth and Planetary Sciences;United States
165;21101007236;Nature Machine Intelligence;25225839;Springer International Publishing;Yes;6,902;Q1;118;2019-2026;"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Software (Q1)";Computer Science;Switzerland
166;21100370017;The Lancet Haematology;23523026, 24519960;Elsevier Ltd;No;6,899;Q1;113;2014-2026;Hematology (Q1);Medicine;United Kingdom
167;13900;Cell Research;17487838, 10010602;Springer Nature;No;6,865;Q1;244;1996-2026;"Cell Biology (Q1); Molecular Biology (Q1)";Biochemistry, Genetics and Molecular Biology;United Kingdom
168;21100466539;MMWR supplements;23808942, 23808950;Epidemiology Program Office;No;6,859;Q1;33;2016, 2020, 2022-2024;Medicine (miscellaneous) (Q1);Medicine;United States
169;21100860760;Critical Finance Review;21645760, 21645744;Now Publishers Inc;No;6,838;Q1;17;2017-2025;Finance (Q1);Economics, Econometrics and Finance;United States
170;19066;Trends in Cell Biology;09628924, 18793088;Elsevier Ltd;No;6,813;Q1;281;1991-2026;Cell Biology (Q1);Biochemistry, Genetics and Molecular Biology;United Kingdom
171;20246;Journal of Labor Economics;0734306X, 15375307;University of Chicago Press;No;6,774;Q1;143;1985-1989, 1991, 1993, 1995-2026;"Economics and Econometrics (Q1); Industrial Relations (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance";United States
172;17800156710;Nature Reviews Rheumatology;17594790, 17594804;Nature Research;No;6,768;Q1;214;2009-2026;Rheumatology (Q1);Medicine;United Kingdom
173;21101159371;Nature Reviews Psychology;27310574;Nature Publishing Group;No;6,763;Q1;46;2022-2026;"Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Psychology (miscellaneous) (Q1)";Psychology;United States
174;27498;Annual Review of Medicine;1545326X, 00664219;Annual Reviews Inc.;No;6,762;Q1;189;1950-1958, 1960-2026;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine";United States
175;12394;Nature Structural and Molecular Biology;15459993, 15459985;Nature Research;No;6,761;Q1;317;1998, 2004-2026;"Molecular Biology (Q1); Structural Biology (Q1)";Biochemistry, Genetics and Molecular Biology;United Kingdom
176;28330;Gastroenterology;15280012, 00165085;W.B. Saunders;No;6,688;Q1;501;1945-2026;"Gastroenterology (Q1); Hepatology (Q1)";Medicine;United States
177;21100203106;Foundations and Trends in Finance;15672409, 15672395;Now Publishers Inc;No;6,641;Q1;26;2005-2015, 2017, 2020-2021, 2023-2025;"Economics and Econometrics (Q1); Finance (Q1)";Economics, Econometrics and Finance;United States
178;19651;Clinical Microbiology Reviews;08938512, 10986618;American Society for Microbiology;No;6,584;Q1;358;1988-2025;"Epidemiology (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1); Public Health, Environmental and Occupational Health (Q1)";"Immunology and Microbiology; Medicine";United States
179;4000151822;Nature Physics;17452473, 17452481;Nature Research;No;6,581;Q1;367;2005-2026;Physics and Astronomy (miscellaneous) (Q1);Physics and Astronomy;United Kingdom
180;28973;Journal of Econometrics;03044076, 18726895;Elsevier B.V.;No;6,575;Q1;205;1973-2026;"Applied Mathematics (Q1); Economics and Econometrics (Q1)";"Economics, Econometrics and Finance; Mathematics";Netherlands
181;15555;American Journal of Political Science;00925853, 15405907;Wiley-Blackwell Publishing Ltd;No;6,539;Q1;229;1982, 1986, 1996-2026;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";Social Sciences;United Kingdom
182;21101101215;Cell Genomics;2666979X;Cell Press;Yes;6,518;Q1;41;2021-2026;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Genetics (Q1)";Biochemistry, Genetics and Molecular Biology;United States
183;21100788876;Chem;24519308, 24519294;Elsevier Inc.;No;6,508;Q1;188;2016-2026;"Biochemistry (Q1); Biochemistry (medical) (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Materials Chemistry (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Environmental Science; Materials Science; Medicine";United States
184;18902;IEEE Journal on Selected Areas in Communications;15580008, 07338716;Institute of Electrical and Electronics Engineers Inc.;No;6,496;Q1;287;1983-2026;"Computer Networks and Communications (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering";United States
185;21100201772;Physical Review X;21603308;American Physical Society;Yes;6,494;Q1;218;2011-2026;Physics and Astronomy (miscellaneous) (Q1);Physics and Astronomy;United States
186;18567;Fungal Diversity;15602745, 18789129;Springer Nature;No;6,487;Q1;145;1998-2025;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)";"Agricultural and Biological Sciences; Environmental Science";Netherlands
187;4600151524;Annual Review of Clinical Psychology;15485951, 15485943;Annual Reviews Inc.;No;6,482;Q1;166;2005-2025;"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology";United States
188;24212;Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition;10636919;IEEE Computer Society;No;6,466;-;666;1992, 1994, 1996-2001, 2003-2004, 2006-2007, 2010-2025;"Computer Vision and Pattern Recognition; Software";Computer Science;United States
189;11300153407;JACC: Cardiovascular Imaging;1936878X, 18767591;Elsevier Inc.;No;6,430;Q1;180;2008-2026;"Cardiology and Cardiovascular Medicine (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";Medicine;United States
190;21307;Management Science;00251909, 15265501;INFORMS Inst.for Operations Res.and the Management Sciences;Yes;6,428;Q1;321;1965-1966, 1968-2025;"Management Science and Operations Research (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences";United States
191;24385;Journal of the Academy of Marketing Science;00920703, 15527824;Springer New York;No;6,426;Q1;234;1973-2026;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance";United States
192;15646;Annual Review of Political Science;10942939, 15451577;Annual Reviews Inc.;No;6,416;Q1;150;1998-2025;Sociology and Political Science (Q1);Social Sciences;United States
